Business Name,Zip Code,License Number,License Type,City
NAPA WINERY GROUP LLC,945581324,263835,22S,NAPA
NASHVILLE BARREL COMPANY, LLC,37210,277277,LS,NASHVILLE
NATIVE SON BREWERY, LLC,652014898,192474,MICB,COLUMBIA
NATURAL MYSTIC INC.,946191361,279836,22S,OAKLAND
NATURAL SELECTIONS 357 LLC,949541200,258848,22S,PETALUMA
NAYLOR CREEK VINEYARD, INC.,641532212,198777,DOMW,KANSAS CITY
NBI ACQUISTION LLC,947101521,210180,22S,BERKELEY
NEBRASKA BREWING CO. INC.,681285701,258774,22S,LA VISTA
NEVER FORGET BRANDS LLC,29457,276994,LS,ISLE OF PALMS
NEW AXIOM LLC,640642977,260672,22MS,LEE'S SUMMIT
NEW BELGIUM BREWING COMPANY, INC,805242457,269581,22S,FORT COLLINS
NEW MEXICO WINERIES INC.,880309033,194449,22S,DEMING
NEW PARROTT & COMPANY,945509149,102340,22S,LIVERMORE
NEW VAVIN INC.,945749657,203590,22S,ST. HELENA
NEW VINELAND, LLC,934364901,281128,22S,LOMPOC
NEXTERRA WINE COMPANY LLC,605171123,265758,22S,WOODRIDGE
NEXUS BRANDS LLC,802212910,242782,22S,DENVER
NICHOLSON JONES SELECTIONS LLC,945583847,237203,LS,NAPA
NIEBAUM-COPPOLA ESTATE WINERY LP,945730000,168434,22S,RUTHERFORD
NIMBLE BREWING LLC,64108,268607,22MS,KANSAS CITY
NLV TEQUILA BOTTLING LLC,890307850,250232,LS,N. LAS VEGAS
NO NAME BREWING COMPANY LLC,63011,282053,MICB,ELLISVILLE
NOBLETONS LLC,63357,256650,LMS,MARTHASVILLE
NOBOLEIS VINEYARDS LLC,633321333,181549,22MS,AUGUSTA
NORTH COAST BREWING COMPANY INC.,954373215,273645,22S,FORT BRAGG
NORTH SHORE DISTILLERY LLC,600489724,187907,LS,GREEN OAKS
NORTHERN EMPIRE LLC,945581100,201192,22S,NAPA
NORTHLAND WINE EXPERIENCES LLC,640981206,266077,22MS,WESTON
NORTHWEST NATURAL SPIRITS LLC,97209,269542,LS,PORTLAND
NOVA WINES INC,94562,276395,22S,OAKVILLE
NUCLEAR WINE COMPANY, LLC,934561004,279638,22S,SANTA MARIA
NUDE BEVERAGES, INC.,803016113,269816,5S,BOULDER
NUMBSKUL BEVERAGE COMPANY LLC,600603826,236070,22S,MUNDELEIN
NW WINE COMPANY LLC,971159028,218055,22S,DUNDEE
O'MALLEY'S OF WESTON LLC,640981242,155120,22MS,WESTON
O'MALLEY'S OF WESTON LLC,640981249,276315,LMS,WESTON
O'NEILL BEVERAGES CO., LLC,936489708,190265,LS,PARLIER
OAK RIDGE WINERY LLC,952400804,155162,22S,LODI
OAKGLENN WINERY LLC,650410096,201397,22MS,HERMANN
OCTOPI BREWING LLC,535978947,244290,22S,WAUNAKEE
ODELL BREWING COMPANY INC.,805242507,270574,22S,FT. COLLINS
ODESSA COUNTRY WINERY LLC,640765412,160448,DOMW,ODESSA
OF THE EARTH FARM DISTILLERY LLC,64085,210590,LMS,RICHMOND
OFF TRAIL COLLECTIVE INC.,801188608,274524,LS,LARKSPUR
OLD BAKERY BEER COMPANY, THE,620022405,233615,22S,ALTON
OLD BRIDGE BREWING INC.,630902537,272310,22MS,WASHINGTON
OLD BRIDGE CELLARS,945592424,167584,22S,NAPA
OLD DOMINICK DISTILLERY LLC,381034111,258948,LS,MEMPHIS
OLD ELK DISTILLERIES LLC,805244727,256677,LS,FORT COLLINS
OLD FARM WINERY LLC,631051917,244978,22MS,CATAWISSA
OLD OZARKIAN DISTILLERY LLC,63084,262811,LMS,UNION
OLD ROAD CRAFT SPIRITS INC,65441,279949,LMS,BOURBON
OLDE WORLD IMPORTS INC,071054402,281635,LS,NEWARK
OLDE WORLD IMPORTS INC.,071054402,185963,LS,NEWARK
OLE IMPORTS LLC,108016560,198981,22S,NEW ROCHELLE
OLE SMOKY DISTILLERY LLC,377383183,219048,LS,GATLINBURG
OLEA ESTATES LLC,630432417,267520,22S,MARYLAND HEIGHTS
OLIVER WINE COMPANY INC.,474040000,274530,22S,BLOOMINGTON
ONE EIGHT DISTILLING LLC,200021622,272903,LS,WASHINGTON
ONE TRUE VINE LLC,945749667,280030,22S,ST. HELENA
ONX WINERY INC.,934465989,254629,22S,PASO ROBLES
OPICI IMPORT COMPANY,074523301,136435,LS,GLEN ROCK
OPOLO WINES LP,934463033,260916,LS,PASO ROBLES
OREGON BREWING COMPANY INC.,973655261,162583,LS,NEWPORT
ORIGINATION BREWING COMPANY LLC,640158013,272568,22MS,BLUE SPRINGS
ORVINO IMPORTS & DISTRIBUTING INC.,330653164,246156,22S,CORAL SPRINGS
OTT ENTERPRISES LLC,63631,195418,LS,CALEDONIA
OUTLAW CIGAR COMPANY INC, THE,64116,272537,22MS,NORTH KANSAS CITY
OVUM WINES, LLC,971327376,268744,22S,NEWBERG
OWL PARTNERS, LLC,65109,281148,22MS,JEFFERSON CITY
OZARK BEER VENTURES, LLC,727566601,271561,22S,ROGERS
OZARK DISTILLERY LLC,650654815,212764,LMS,OSAGE BEACH
OZARK MOUNTAIN DISTILLING LLC,657348708,240323,LMS,PURDY
OZARK MOUNTAIN WINERY LLC,656336301,211115,DOMW,CRANE
OZARK VIKING MEADERY LLC,655601547,275389,DOMW,SALEM
OZARKS BREWING COMPANY LLC,657756140,246442,MICB,WEST PLAINS
P&L GLOBAL TRADING INC.,900360000,273458,LS,LOS ANGELES
PABST BREWING COMPANY LLC,782052991,253046,LS,SAN ANTONIO
PACIFIC EDGE MARKETING GROUP,913016308,163273,LS,AGOURA HILLS
PADDLE STOP BREWERY LLC,63068,280689,MICB,NEW HAVEN
PAL-MAC LLC,640242210,253451,MICB,EXCELSIOR SPRINGS
PALI WINE COMPANY LP,934369777,269543,22S,LOMPOC
PALISADES WINE COMPANY LLC,945159728,233934,22S,CALISTOGA
PALM BAY INTERNATIONAL INC.,334314919,215613,LS,BOCA RATON
PALMATEER CONSULTING, LLC,949600000,269609,22S,SAN ANSELMO
PAMPA BEVERAGES LLC,331313138,225529,LS,MIAMI
PANEBIANCO LLC,100017524,271016,22S,NEW YORK
PANTHER CREEK CELLARS LLC,971155003,246399,22S,DUNDEE
PARK STREET IMPORTS LLC,331313004,193331,LS,MIAMI
PARK WINE COMPANY INC.,940254713,262637,22S,MENLO PARK
PATERNO IMPORTS LTD.,600441926,131098,LS,LAKE BLUFF
PATHLIGHT BREWING, LLC,662141203,279832,22S,SHAWNEE
PATTON, DENNIS R., & SILVERSTEIN, ANDREA,954013728,244699,22S,SANTA ROSA
PAUL HOBBS IMPORTS INC.,954722327,146939,22S,SEBASTOPOL
PAUL J. WRABEC CO. INC.,640541544,255258,DOMW,SUGAR CREEK
PAULANER USA LLC,106043432,241871,22S,WHITE PLAINS
PAX MAHLE WINES LLC,954723495,257788,22S,SEBASTOPOL
PEACEFUL BEND VINEYARD LLC,655655067,253151,22MS,STEELVILLE
PEACHY CANYON WINERY,934468753,205656,22S,PASO ROBLES
PECULIAR WINERY LLC, THE,64078,269666,22MS,PECULIAR
PEIRANO ESTATE WINERY INC.,945039695,266024,22S,AMERICAN CANYON
PEJU FAMILY OPERATING PARTNERSHIP, LP,945730478,250795,22S,RUTHERFORD
PENELOPE BOURBON LLC,072032760,279987,LS,ROSELLE
PENNINGTON WINES LLC,64836,282137,22MS,CARTHAGE
PEPPER BRIDGE WINERY LLC,993627132,280031,22S,WALLA WALLA
PERENNIAL PARTNERS LLC,631113535,199015,22MS,ST. LOUIS
PERNOD RICARD USA LLC,10601,133289,LS,WHITE PLAINS
PERSIMMON RIDGE VINEYARD LLC,630121792,195656,DOMW,BARNHART
PETIT HAMEAU LLC,945591998,247773,22S,NAPA
PETRICHOR BREWING LLC,63368,278983,22MS,O'FALLON
PHANTOM V DISTILLING COMPANY LLC,64093,274581,LMS,WARRENSBURG
PHILLIPS FARMS LLC,952429292,165457,22S,LODI
PHUSION PROJECTS LLC,546014471,229273,LS,LA CROSSE
PINE MOUNTAIN VINEYARDS, LLC,954258507,260070,22S,CLOVERDALE
PINE RIDGE WINERY LLC,945589417,66330,22S,NAPA
PINEY RIVER BREWING CO LLC,654449002,194954,MICB,BUCYRUS
PINK DUCK CORPORATION,662212290,242352,LS,OVERLAND PARK
PINNACLE IMPORTS LLC,631146124,109462,22S,OVERLAND
PIPEWORKS PRODUCTION LLC,606475972,279842,22S,CHICAGO
PIRTLE WINERY LLC,640981230,207348,22MS,WESTON
PISTOLAS FRITAS LLC,63388,275520,LS,WILLIAMSBURG
PL BRANDS INC.,600741156,211621,LS,PALATINE
PLATA WINE PARTNERS LLC,945587565,221788,22S,NAPA
PLUME RIDGE IRREVOCABLE TRUST,917115766,186977,22S,CLAREMONT
POG BREWING COMPANY,647348015,264201,MICB,CLEVELAND
POPCORN DESIGN LLC,954483613,168838,LS,HEALDSBURG
PORT WASHINGTON IMPORTS LLC,110504653,239174,22S,PORT WASHINGTON
POST WINERY INC.,728219001,120785,22S,ALTUS
POWERPLAY BEVERAGE LLC,630492684,253933,LS,HIGH RIDGE
PRAIRIE WOLF SPIRITS, INC.,730443243,267942,LS,GUTHRIE
PRECEPT BRANDS LLC,981023662,139533,LS,SEATTLE
PRECISION BRAND COLLECTION WINE & SPIRIT,956120000,270421,22S,CLARKSBURG
PREHISTORIC BREWING COMPANY, LLC,65804,269641,22MS,SPRINGFIELD
PREMIUM PORT WINES INC.,941034842,81506,22S,SAN FRANCISCO
PRESQUILE WINERY,934555811,257327,22S,SANTA MARIA
PRESTIGE IMPORTS LLC,480432255,259789,LS,MT. CLEMENS
PRESTIGE WINE IMPORTS CORPORATION,100118945,80909,22S,NEW YORK
PRESTIGE WORLDWIDE WINE COMPANY LLC,954039015,277847,22S,SANTA ROSA
PRICHARD'S DISTILLERY INC.,373480000,238641,LS,KELSO
PRISON BREWS LLC,651014002,172481,MICB,JEFFERSON CITY
PRIVATEER INTERNATIONAL LLC,019380000,274525,LS,IPSWICH
PROFESSIONAL JET SERVICES LLC,606300000,273392,5S,CHICAGO
PROST BEVERAGE COMPANY, LLC,349814613,277660,LS,FORT PIERCE
PROST BREWING COMPANY,802113910,269730,22S,DENVER
PROXIMO SPIRITS INC.,07302,171204,LS,JERSEY CITY
PRP ENTERPRISES LLC,46368,269544,LS,PORTAGE
PUBLIC HOUSE BREWING COMPANY LLC, THE,655591158,226475,22MS,ST. JAMES
PUBLIC HOUSE BREWING COMPANY, LLC, THE,654013111,226448,22MS,ROLLA
PUENTE-INTERNACIONAL, INC.,954766357,279349,LS,SONOMA
PURE HOLDINGS LLC,631144501,267222,LS,ST. LOUIS
PURPLE WINE COMPANY, LLC,954449373,131144,22S,GRATON
QUADY SOUTH WINERY LLC,936379087,231918,22S,MADERA
QUANTUM WINES, LLC,934279492,260856,22S,BUELLTON
QUASH SELTZER LLC,333322313,279843,5S,PEMBROKE PINES
QUILCEDA CREEK VINTNERS INC,982905727,281129,22S,SNOHOMISH
QUINTESSENTIAL LLC,945590000,241791,LS,NAPA
R.F. BEVERAGE, LLC,601261601,268912,LS,ELMHURST
R.H. KEENAN COMPANY,945749677,107437,22S,ST. HELENA
R.S. LIPMAN COMPANY, LLC,372073903,269554,LS,NASHVILLE
RACINE WINE CO.,971488422,232442,22S,YAMHILL
RAGE RECORDS INC.,124461534,251689,22S,KERHONKSON
RAHR & SONS BREWING LP,761043355,239548,22S,FORT WORTH
RAMEY WINE CELLARS, INC.,954484003,276820,22S,HEALDSBURG
RANCH HAND LLC,787029650,280214,22S,AUSTIN
RANDOLPH IMPORTING LLC,752051502,281450,LS,DALLAS
RANSOM SPIRITS LLC,973789725,271180,LS,SHERIDAN
RARE BARREL LLC, THE,947102523,263459,22S,BERKELEY
RASA VINEYARDS LLC,993627760,234800,22S,WALLA WALLA
RB WINE ASSOCIATES LLC,954480000,205652,22S,HEALDSBURG
RBZ VINEYARDS LLC,934460000,203855,22S,PASO ROBLES
RED BARN FOOD & WINE LLC,641021032,162981,22MS,KANSAS CITY
RED FOX WINERY & VINEYARDS LLC,647888149,216308,22MS,URICH
RED MOOSE VINEYARD LLC,655605431,218522,22MS,SALEM
RED SASH BREWING LLC,641081410,276528,MICB,KANSAS CITY
REDEMPTION SPIRITS LLC,194051066,200115,LS,BRIDGEPORT
REDMONT DISTILLING COMPANY LLC,35222,280721,LS,BIRMINGHAM
REED, ROGER V.,640687939,237766,DOMW,LIBERTY
REED'S INC,06851,281337,22S,NORWALK
REEVE WINES LLC,954769295,238639,22S,SONOMA
REGAL BRAU BREWING COMPANY LLC,535662055,216817,22S,MONROE
REGAL WINE IMPORTS INC.,080574240,193042,22S,MOORESTOWN
REMY COINTREAU USA,101040051,15355,LS,NEW YORK
REN ACQUISITION, INC.,94574,275143,22S,ST HELENA
REPUBLIC OF PINK INC,934658673,275002,22S,TEMPLETON
RESERVA WINES LLC,336053510,277421,22S,TAMPA
RESTLESS SPIRITS DISTILLING COMPANY LLC,641160000,234009,LMS,NORTH KANSAS CITY
REUSTLE VINEYARDS & WINERY LLC,974719679,258311,22S,ROSEBURG
REVEL SPIRITS, INC,945585451,280363,LS,NAPA
REVELRY VINTNERS LLC,993627002,200785,22S,WALLA WALLA
REVOLVER BREWING, LLC,760495347,260249,22S,GRANBURY
RHINELANDER BREWING COMPANY LLC,535662055,196762,22S,MONROE
RHYS VINEYARDS LLC,950339588,250206,22S,LOS GATOS
RIDGE VINEYARDS INC.,950145435,62647,22S,CUPERTINO
RIGHTEOUS ROAD LLC,63132,260390,LS,SAINT LOUIS
RIVER BOTTOMS BREWING COMPANY LLC,646331203,243936,MICB,CARROLLTON
RIVER RIDGE WINERY LLC,63780,244115,DOMW,SCOTT CITY
RIVERBENCH LLC,934549656,269855,22S,SANTA MARIA
RO SALES AND DISTRIBUTION SERVICES INC.,954769779,202846,22S,SONOMA
ROBERT FOLEY, LLC,945089774,193478,22S,ANGWIN
ROBERT MONDAVI INVESTMENTS & B PR R,945620000,126026,22S,OAKVILLE
ROBLLER VINEYARD INC.,630682102,209878,DOMW,NEW HAVEN
ROCHE MERE WINE SELECTIONS LLC,672064408,243064,22S,WICHITA
ROCHESTER BREWING AND ROASTING CO. LLC,641082130,260513,22MS,KANSAS CITY
ROCK TOWN DISTILLERY INC.,722022712,243154,LS,LITTLE ROCK
ROCKIN'A DISTILLERY LLC,647398610,245141,LMS,CREIGHTON
ROCKWELL BEER COMPANY LLC,631102325,258422,22MS,ST. LOUIS
ROCKY TOP ENTERPRISES LLC,650414045,252167,LMS,HERMANN
RODINIA LLC,601621457,196170,22S,HILLSIDE
ROESSLER WINE CELLAR LLC,954762817,202017,22S,SONOMA
ROOTED SELECTIONS LLC,73142,259650,22S,OKLAHOMA CITY
ROOTS RUN DEEP LLC,945587583,177761,22S,NAPA
ROSE IMPORTING & DISTRIBUTING LLC,604182205,110837,22S,CRESTWOOD
ROSIER FARMS DISTILLING CO. LLC,64470,272693,LMS,MOUND CITY
ROUGHTAIL BREWING COMPANY, LLC,731142313,279996,22S,OKLAHOMA CITY
ROUND HILL CELLARS,945749542,36276,22S,ST HELENA
ROYAL WINE CORPORATION,070025024,33057,LS,BAYONNE
RTM IMPORTS, LLC,78212,271999,LS,SAN ANTONIO
RTV WINERY LLC,934549179,232653,22S,SANTA MARIA
RUBIN WINES LLC,954722158,208527,22S,SEBASTOPOL
RUDYANDDON LLC,64108,263661,MICB,KANSAS CITY
RUSSELL HOUSE LLC, THE,630503587,252085,MICB,HILLSBORO
RUSSIAN STANDARD VODKA (USA) INC.,100162901,220077,LS,NEW YORK
S & H INDEPENDENT PREMIUM BRANDS EAST,802021075,249740,22S,DENVER
S L J GROUP INC.,60045,62619,22S,LAKE FOREST
S L J GROUP INC.,431379676,265384,22S,LOCKBOURNE
S&H INDEPENDENT PREMIUM BRANDS WEST, LLC,940806816,279831,22S,SOUTH SAN FRANCISCO
SAGAMORE WHISKEY LLC,212305012,267430,LS,BALTIMORE
SAINTE GENEVIEVE WINERY LLC,636701609,189676,DOMW,STE. GENEVIEVE
SALOON SPIRITS LLC,402996339,242353,LS,LOUISVILLE
SALT LAKE CITY DISTILLERY LLC,841153424,278806,LS,S SALT LAKE
SAMANDIA WINE IMPORTS LLC,801285455,255746,22S,LITTLETON
SAMUEL BERTON DISTILLING LLC,630551223,258401,LMS,LABADIE
SAN ANTONIO WINERY INC.,900312514,118410,22S,LOS ANGELES
SAN JOAQUIN WINE COMPANY INC.,936378608,235535,22S,MADERA
SAND CREEK VINEYARD AND WINERY LLC,636407345,216242,DOMW,FARMINGTON
SANDHILLS BREWING KC LLC,662023323,279844,22S,MISSION
SANGLIER SELECTIONS LLC,603023135,221526,LS,OAK PARK
SANS LIEGE INC.,934492532,219504,22S,PISMO BEACH
SANS WINE & SPIRITS COMPANY,927825104,200620,LS,TUSTIN
SANTA CROCE LLC,945921025,252774,LS,VALLEJO
SANTA MARGHERITA USA INC.,331391400,226947,LS,MIAMI BEACH
SAPPORO USA INC.,105915413,275446,22S,TARRYTOWN
SARMENTO'S IMPORTS & EXPORTS INC.,027204724,227512,LS,FALL RIVER
SAUGATUCK BREWING COMPANY INC.,494065195,236137,22S,DOUGLAS
SAVAGE GRACE WINES, LLC,986510000,268513,22S,UNDERWOOD
SAVIO SOARES SELECTIONS CORP,100017504,277417,22S,NEW YORK
SAXONY HILLS BREWERY LLC,637326113,251583,22MS,ALTENBURG
SAZERAC COMPANY INC.,701302420,13924,LS,NEW ORLEANS
SAZERAC NORTH AMERICA INC.,402233819,182155,LS,LOUISVILLE
SBRAGIA FAMILY VINEYARDS LLC,954419686,219969,22S,GEYSERVILLE
SCENIC ROOT WINEGROWERS LLC,94558,244168,22S,NAPA
SCHAEFER, CHRISTIAN PETER,910304011,208526,22S,SOUTH PASADENA
SCHEID VINEYARDS CALIFORNIA INC.,939279605,214331,22S,GREENFIELD
SCHILLING CIDER LLC,980012461,277420,22S,AUBURN
SCHNAER FAMILY WINES, LLC,660612304,280000,22S,OLATHE
SCHOENFELD, DANIEL T,954219550,268913,22S,CAZADERO
SCHOENWEID FARM LLC,633571792,228921,LMS,MARTHASVILLE
SCOPERTA IMPORTING CO INC.,441181732,240705,22S,CLEVELAND HEIGHTS
SCRATCH BREWING COMPANY, LLC,629072658,272681,22S,AVA
SEATTLE CIDER COMPANY LLC,981342360,272417,22S,SEATTLE
SELECTIONATUREL, LLC,01938,273154,22S,IPSWICH
SELECTIVE WINE ESTATES, INC.,079363301,158578,22S,EAST HANOVER
SENS3S LLC,954729790,262638,22S,SEBASTOPOL
SERENDIPITY WINES LLC,787544579,263824,LS,AUSTIN
SERGE DORE SELECTIONS, LTD,10590,279830,22S,SOUTH SALEM
SERGE IMPORT LLC,189662934,227655,LS,HOLLAND
SERRALLES USA LLC,069023550,207460,LS,STAMFORD
SEVEN SPRINGS WINERY LLC,650523507,204277,22MS,LINN CREEK
SHACKSBURY HOLDINGS, INC.,054918905,274823,22S,VERGENNES
SHAFER VINEYARDS INC.,945589748,62567,22S,NAPA
SHAND IMPORT LLC,910164244,226817,LS,MONROVIA
SHANNON RIDGE INC.,954232037,176224,22S,CLEARLAKE OAKS
SHAPLEY, JEREMY,722275836,183954,22S,LITTLE ROCK
SHAW-ROSS INTERNATIONAL IMPORTERS LLC,330276612,200654,LS,MIRAMAR
SHAWNEE BLUFF DISTILLERIES LLC,65026,258891,LMS,ELDON
SHAWNEE BLUFF WINERY LLC,650499700,258812,22MS,LAKE OZARK
SHED HORN CELLARS LLC,954610000,234523,22S,MIDDLETOWN
SHERIDAN VINEYARD INC.,98953,269329,22S,ZILLAH
SHERRING BREWING COMPANY LLC, THE,630432503,277150,MICB,MARYLAND HEIGHTS
SHOW-ME BREWING LLC,658041425,238768,MICB,SPRINGFIELD
SIERRA NEVADA BREWING COMPANY INC.,959286722,69613,22S,CHICO
SIGNATURE SELECTIONS LLC,197023352,242952,22S,NEWARK
SIGNORELLO, RAYMOND,945581100,201194,22S,NAPA
SILVERADO VINEYARDS, THE,945589415,220834,22S,NAPA
SINGHA NORTH AMERICA INC.,940651422,188021,5S,REDWOOD CITY
SKINNER VINEYARDS LLC,956849583,240883,22S,FAIR PLAY
SLEEPING GIANT BREWING COMPANY LLC,802044803,272001,22S,DENVER
SLEIGHT OF HAND CELLARS LLC,993627134,211797,LS,WALLA WALLA
SLIM CHILLERS INC.,891151733,259651,LS,LAS VEGAS
SLO DOWN WINES LLC,945586216,265378,22S,NAPA
SMART DISTRIBUTORS LLC MIDWEST,631321625,228151,LS,CREVE COEUR
SMITH-ANDERSON ENTERPRISES INC.,945592546,117864,22S,NAPA
SMOKE BREWING COMPANY LLC,64063,243968,MICB,LEE'S SUMMIT
SMT ACQUISITIONS LLC,334310000,239853,LS,BOCA RATON
SNI VALLEY VINEYARDS & WINERY LLC,640677143,195906,22MS,LEXINGTON
SNI VALLEY VINEYARDS & WINERY LLC,64067,261221,DOMW,LEXINGTON
SOCIAL ENJOYMENTS LLC,563201624,246988,22S,COLD SPRING
SOKOL BLOSSER LTD.,971147232,228397,22S,DUNDEE
SOLEMN OATH BREWERY LLC,605403969,261849,22S,NAPERVILLE
SOMERSET RIDGE VINEYARD & WINERY LLC,641461462,250396,22MS,KANSAS CITY
SOMMELIER IMPORTS, INC.,113782305,271281,22S,MASPETH
SORTING TABLE, LLC, THE,945589739,162489,22S,NAPA
SOUL FLOWER WINE CO.,934244974,281632,22S,ARROYO GRANDE
SOULARD ISLAND LLC,631044137,250140,LMS,ST. LOUIS
SOUTHERN GLAZER'S WINE & SPIRITS OF MO.,633014367,240755,LS,ST. CHARLES
