Business Name,Zip Code,License Number,License Type,City
SOUTHERN STARZ, INC.,926491129,137396,22S,HUNTINGTON BEACH
SOUTHERN TIER BREWING COMPANY LLC,147509779,265153,22S,LAKEWOOD
SOUTHERN WINE GROUP LLC,945030000,193889,22S,AMERICAN CANYON
SOUTHWEST SPIRITS & WINE LLC,752205334,251114,LS,DALLAS
SOVEREIGN BRANDS LLC,600353030,281451,LS,HIGHLAND PARK
SPANISH WINE IMPORTERS LLC,201092375,268317,22S,MANASSAS
SPARKLING OREGON LLC,971284201,248293,22S,MCMINNVILLE
SPARTA BEVERAGE GROUP INC.,641163830,253857,LS,NORTH KANSAS CITY
SPB LLC,544815232,182830,22S,STEVENS POINT
SPEAKEASY MISSOURI LLC,64120,274584,LS,KANSAS CITY
SPEAKEASY SPIRITS LLC,372092286,219116,LS,NASHVILLE
SPENCER MANOR VINEYARDS AND WINERY LLC,655598464,260400,22MS,ST. JAMES
SPINCO, LLC,05753,277189,5S,MIDDLEBURY
SPINDRIFT SPIKED CO., LLC,024581075,281124,5S,NEWTON
SPIRIT KNOB WINERY INC.,623762027,186435,LS,URSA
SPIRITED BLUFFS LLC,641051705,272968,LS,KANSAS CITY
SPLINTER GROUP NAPA LLC,945586214,238264,LS,NAPA
SPOTTSWOODE WINERY INC.,945742354,211126,22S,ST. HELENA
SQUARE ONE ORGANIC SPIRITS LLC,229039324,274527,LS,CHARLOTTESVILLE
SQUIX LLC,934279565,268315,22S,BUELLTON
ST LOUIS BREWERY LLC, THE,633013489,273443,22MS,SAINT CHARLES
ST. AMAND TRADE, LLC,665260000,271276,LS,PAXICO
ST. AUGUSTINE INVESTMENTS LLC,921030000,273925,22S,SAN DIEGO
ST. FRANCOIS VINEYARD LLC,636018226,166036,22MS,PARK HILLS
ST. GEORGE SPIRITS INC.,945017541,200117,LS,ALAMEDA
ST. JAMES WINERY INC.,655591158,61668,22MS,ST. JAMES
ST. JAMES WINERY INC.,655591158,241557,DOMW,ST. JAMES
ST. JORDAN CREEK INC.,630131503,189116,22MS,BEAUFORT
ST. JOSEPH BEER LLC,645010000,254897,MICB,ST. JOSEPH
ST. JOSEPH BEER, LLC,641051797,274161,MICB,KANSAS CITY
ST. KILLIAN IMPORTING CO., INC.,021495518,242898,LS,EVERETT
ST. LOUIS BREWERY LLC, THE,631432406,270923,22MS,MAPLEWOOD
ST. LOUIS BREWERY LLC, THE,631031616,270930,22MS,ST. LOUIS
ST. LOUIS DISTILLERY, LLC,633033815,196682,LMS,ST. CHARLES
ST. LOUIS WINE & BEERMAKING LLC,63017,241928,MICB,TOWN AND COUNTRY
ST. ROMEDIUS LLC,94558,280569,22S,NAPA
ST. SUPERY INC.,945730000,239375,22S,RUTHERFORD
STAGLIN FAMILY VINEYARD LLC,945730680,148013,22S,RUTHERFORD
STANLEY STAWSKI DISTRIBUTING COMPANY INC,60191,251173,LS,WOOD DALE
STAR CATCHER BEVERAGES LLC,24083,280500,22S,DALEVILLE
STE. MICHELLE WINE ESTATES LTD.,980726981,39939,LS,WOODINVILLE
STEELE CREST WINERY LLC,637557752,220251,22MS,JACKSON
STEEPLE VIEW MANOR LLC,630682624,258228,22MS,NEW HAVEN
STENNETT ENTERPRISES LLC,656163549,166886,MICB,BRANSON
STEPHAN VINEYARD INC.,934466613,139249,22S,PASO ROBLES
STEPHEN DOOLEY WINE CO INC,934017502,280751,22S,SAN LUIS OBISPO
STEWART CELLARS LLC,954096494,220480,22S,SANTA ROSA
STILL 630 LLC,631043612,210070,LMS,ST. LOUIS
STIRM WINE COMPANY LLC,95076,253490,22S,WATSONVILLE
STOCKYARDS BREWING COMPANY LLC,641021044,236474,MICB,KANSAS CITY
STOLI GROUP (USA) LLC,100222050,219647,LS,NEW YORK
STOLLER IMPORTS INC.,600677417,126101,LS,PALATINE
STONE BREWING CO LLC,920294158,246351,22S,ESCONDIDO
STONE HILL WINE COMPANY, INC.,650411280,260153,22MS,HERMANN
STONE HILL WINE COMPANY, INC.,65041,260154,DOMW,HERMANN
STONE THE CROWS LLC,945740000,238515,22S,ST. HELENA
STONEHAUS FARMS VINEYARD & WINERY LLC,640869513,94578,DOMW,LEE'S SUMMIT
STORYBOOK MOUNTAIN WINERY INC.,945159739,175360,22S,CALISTOGA
STRANGE DAYS BREWING CO LLC,641061119,250342,22MS,KANSAS CITY
STRONG SPIRITS DISTILLING INC.,641524443,209294,LMS,PARKVILLE
SUGAR CREEK ACQUISITION LLC,630433701,255847,LMS,MARYLAND HEIGHTS
SUGAR CREEK WINERY INC,633413103,276551,DOMW,DEFIANCE
SUGARLANDS DISTILLING COMPANY LLC,377380000,238012,LS,GATLINBURG
SUGARMILL DISTILLERY LLC,638010000,248911,LMS,SIKESTON
SUGARMILL DISTILLING LLC,638013920,265532,LMS,SIKESTON
SUNDANCE SPIRITS COMPANY,320828209,273151,LS,PONTE VEDRA BEACH
SUNNYE RIDGE WINERY LLC,662244572,211679,LS,LEAWOOD
SURLY BREWING CO,554293940,246409,22S,BROOKLYN CENTER
SURO INTERNATIONAL IMPORTERS INC.,191036340,266212,LS,PHILADELPHIA
SUTTER HOME WINERY INC.,945742204,211974,LS,ST. HELENA
SVP WINERY LLC,934610195,176398,22S,SHANDON
SVW, LLC,652515166,202909,22MS,FULTON
SWEETWATER BREWING COMPANY LLC,303243924,273394,22S,ATLANTA
SWEETWATER DISTILLERY LLC,63456,267365,LMS,MONROE CITY
SWICK WINE CELLARS LLC,971326684,281633,22S,NEWBERG
T ELENTENY HOLDINGS LLC,100132269,219802,LS,NEW YORK
T. EDWARD WINES LTD.,100072113,252773,LS,NEW YORK
T'S REDNECK STEAKHOUSE, INC.,655367361,209105,LMS,LEBANON
TABLE BLUFF BREWING INC.,95503,241909,22S,EUREKA
TAFT STREET INC.,954722555,186888,22S,SEBASTOPOL
TAKARA SAKE USA INC.,947101925,231015,LS,BERKELEY
TALL PINES DISTILLERY MO LLC,648540000,267633,LMS,NOEL
TASHA'S INC.,971288560,230356,22S,MCMINNVILLE
TATTERSALL COMPANIES LLC,554131451,247434,LS,MINNEAPOLIS
TAVOLO VIGNETO LLC,631236133,217148,LS,ST. LOUIS
TEMPERANCE DISTILLING COMPANY,481828900,270783,LS,TEMPERANCE
TENN SOUTH DISTILLERY LLC,384725006,274526,LS,LYNNVILLE
TEQUILAS PREMIUM, INC,941333930,276178,LS,SAN FRANCISCO
TERRA FIRMA USA INC,633014332,197952,LS,ST. CHARLES
TERRANEO MERCHANTS, INC.,607123918,268911,LS,LINCOLNWOOD
TERRAVANT WINE COMPANY LLC,934279565,264839,22S,BUELLTON
TERRE BEAU VINEYARDS LLC,640227800,188539,22MS,DOVER
TGE LLC,970582905,201550,22S,THE DALLES
THIENOT USA, INC.,934466613,270058,22S,PASO ROBLES
THINK GLOBAL LLC,931013241,237754,22S,SANTA BARBARA
THIRD LEAF WINES LLC,949651447,260157,22S,SAUSALITO
THIRTY-SEVEN LLC,954037416,266715,22S,SANTA ROSA
THIS REALM LLC,945589419,242606,22S,NAPA
THOMAS ALLEN VINEYARDS & WINERY LLC,95242,256775,22S,LODI
THOMAS FOGARTY WINERY LLC,940288156,233614,22S,PORTOLA VALLEY
THREE RANGERS LLC,973789213,263821,LS,SHERIDAN
TIE & TIMBER BEER CO LLC,658023356,250965,22MS,SPRINGFIELD
TIE & TIMBER BEER CO LLC,658023356,250983,22MS,SPRINGFIELD
TIMBER RIDGE WINERY LLC,650782700,272719,22MS,STOVER
TOLLIVER RANCH BRANDS LLC,934469616,267683,22S,PASO ROBLES
TOM'S TOWN DISTILLING COMPANY, LLC,641081368,233107,LMS,KANSAS CITY
TOP HAT WINERY LLC,640500000,234655,DOMW,INDEPENDENCE
TOPPLING GOLIATH INC.,52101,253697,22S,DECORAH
TORN LABEL BREWING COMPANY, LLC,641081524,227088,22MS,KANSAS CITY
TOWE, JODY B.,920291251,248457,22S,ESCONDIDO
TR WINES, INC,978627331,279346,22S,MILTON FREEWATER
TRADEBRIGHT, LLC,200055802,281850,LS,WASHINGTON
TRANSPARENT BREWING COMPANY LLC,640304348,270069,MICB,GRANDVIEW
TREANA WINERY LLC,934466309,119659,22S,PASO ROBLES
TREASURY WINE ESTATES AMERICAS COMPANY,945586291,90464,LS,NAPA
TREFETHEN VINEYARDS WINERY INC.,945581303,63400,22S,NAPA
TRENTADUE WINERY LLC,954410000,237752,22S,GEYSERVILLE
TRI-STAR MARKETING INC.,945981531,177922,22S,WALNUT CREEK
TRI-VIN IMPORTS INC.,108017402,245380,22S,NEW ROCHELLE
TRIM WINES LLC,945581100,208525,22S,NAPA
TRINITY RIVER DISTILLERY LLC,76102,275144,LS,FORT WORTH
TRIONE VINEYARDS LLC,954419310,212641,22S,GEYSERVILLE
TRIPLE SSS VENTURES LLC,656160000,241656,LMS,BRANSON
TRIPLE SSS VENTURES LLC,65616,241657,LMS,BRANSON
TRIPLE SSS VENTURES LLC,65616,267373,LMS,BRANSON
TRUCHARD, ANTHONY M.,945599701,219430,22S,NAPA
TRULY FLORAL LLC,631193802,259255,LS,ST. LOUIS
TRUVINO, INC.,550820000,273533,LS,STILLWATER
TUCK BECKSTOFFER WINES LLC,945749664,175294,22S,ST. HELENA
TURLEY WINE CELLARS INC.,945749660,263825,22S,ST. HELENA
TURNBULL WINE CELLARS,945620029,82924,22S,OAKVILLE
TWAINS VINEYARD OPERATIONS, LLC,636647804,272881,DOMW,POTOSI
TWELVE PERCENT LLC,10550,247266,22S,MOUNT VERNON
TWIN MEADOWS WINERY LLC,652632150,245559,DOMW,MADISON
TWIN OAKS VINEYARD LLC,636407340,176474,LMS,FARMINGTON
TWIN PEAKS WINERY INC.,945999471,134413,22S,YOUNTVILLE
TWISTED COPPER INC.,63363,259571,DOMW,NEW FLORENCE
TWO PLUMBERS BREWERY LLC,633015806,260812,22MS,ST. CHARLES
TWO PLUMBERS BREWERY LLC,63303,276154,22MS,ST. CHARLES
UGLY DOG DISTILLERY, LLC,48118,268007,LS,CHELSEA
UINTA BREWING COMPANY,841044215,264212,22S,SALT LAKE CITY
UMLAUT BREWING LLC,606473453,255845,22S,CHICAGO
UNA FAMILIA SPIRITS, LLC,661062953,278384,LS,KANSAS CITY
UNCLE BOBS BREWPUB LLC,657147809,269368,MICB,NIXA
UNDERGROUND WINE PROJECT LLC,993524152,252229,22S,RICHLAND
UNION HORSE DISTILLING CO., LLC,662141520,204901,LS,LENEXA
UNITED BRANDS COMPANY INC.,921213819,258246,22S,SAN DIEGO
UNITED BRANDS LLC,337013421,267108,22S,ST. PETERSBURG
UNITED SPIRITS, INC.,038652793,280034,LS,PLAISTOW
UNITED STATES BEVERAGE LLC,069025921,177074,LS,STAMFORD
UNITED STATES DISTILLED PRODUCTS CO,553712300,148641,LS,PRINCETON
UNLICENSED EXCISE TAX,,999997,LS,
UNTOUCHABLES BREWERY LLC,65714,282010,MICB,NIXA
URBAN CHESTNUT BREWING COMPANY INC.,631031218,196745,22MS,ST. LOUIS
URBAN CHESTNUT BREWING COMPANY INC.,631102113,220898,22MS,ST. LOUIS
URBAN CHESTNUT BREWING COMPANY INC.,631102103,240951,22MS,ST. LOUIS
USA WINE IMPORTS INC.,10013,280686,LS,NEW YORK
USA WINE WEST LLC,94965,280685,LS,SAUSALITO
V & C LLC,98620,272998,22S,GOLDENDALE
V AND L HOLDINGS LLC,64020,247678,LMS,CONCORDIA
VALCKENBERG INTERNATIONAL INC.,60014,247297,22S,CRYSTAL LAKE
VALHALLA IMPORTS LLC,98115,251752,LS,SEATTLE
VAN DUZER VINEYARDS LLC,973389339,122006,22S,DALLAS
VAN TILL AGRI LANDS LLP,640848275,227716,22MS,RAYVILLE
VAN TILL AGRI LANDS LLP,64024,280066,22MS,EXCELSIOR SPRINGS
VANDER MILL LLC,495032011,250888,22S,GRAND RAPIDS
VCH LLC,630174806,200784,22MS,CHESTERFIELD
VEGGIECOUPLE LLC,63011,273397,MICB,BALLWIN
VEN-CAL RANCHES LLC,945580141,210056,22S,OAKVILLE
VENGE VINEYARDS INC.,94515,268159,22S,CALISTOGA
VENTURE MACDUFF LLC,989449771,268910,22S,SUNNYSIDE
VERITASI LIMITED COMPANY,64063,270242,LMS,LEE'S SUMMIT
VERMEIL WINE GROUP LLC,945150000,190916,22S,CALISTOGA
VERMONT HARD CIDER COMPANY LLC,057531477,253899,22S,MIDDLEBURY
VERTICAL PALATE WINE CO LLC,952208700,280358,22S,ACAMPO
VIADER VINEYARDS INC.,945769715,249116,22S,DEER PARK
VIANDEL VINEYARD LLC,655488092,256334,22MS,MOUNTAIN VIEW
VIAS IMPORTS LTD.,100013565,67068,LS,NEW YORK
VIEUX VINS INC.,940051241,183331,22S,BRISBANE
VIGNETTE WINERY LLC,94558,272496,22S,NAPA
VILLA ANTONIO LTD,630503818,128210,DOMW,HILLSBORO
VILLA ANTONIO LTD.,63050,260867,MICB,HILLSBORO
VILLA ANTONIO LTD.,63050,282153,MICB,HILLSBORO
VILLA CREEK INC,934469692,278373,22S,PASO ROBLES
VILLAGE-BRH LLC, THE,631314314,278732,LMS,DES PERES
VIN DE ZO LLC,934364951,280002,22S,LOMPOC
VIN DIVINO LTD.,606420000,225276,LS,CHICAGO
VINAMERICAS INC.,331384663,217477,LS,MIAMI
VINE CONNECTIONS LLC,949651433,259447,LS,SAUSALITO
VINE DIRECT LLC,626263828,277924,22S,CALINVILLE
VINE STREET BREWING LLC,641080000,280810,MICB,KANSAS CITY
VINEBURG, LLC,954769615,186234,22S,SONOMA
VINEYARD BRANDS LLC,352034036,211124,LS,BIRMINGHAM
VINEYARD 29, LLC,945749701,192480,22S,ST. HELENA
VINIFERA IMPORTS LTD,117796801,149306,22S,RONKONKOMA
VINO DEL SOL INC.,934465976,188268,22S,PASO ROBLES
VINO LOGICS CORPORATION,025363978,241906,22S,EAST FALMOUTH
VINO.COM LLC,294647960,127310,LS,MT. PLEASANT
VINOCOPIA INC.,554232707,248158,22S,MINNEAPOLIS
VINOTECA, INC.,630432511,200848,22S,MARYLAND HEIGHTS
VINOVIA WINE GROUP INC.,926880000,226320,22S,RANCHO SANTA MARGARITA
VINTAGE '59 IMPORTS LLC,200151336,213185,LS,WASHINGTON
VINTAGE IMPORTS, LLC,802073713,260423,22S,DENVER
VINTAGE POINT, LLC,945741906,280032,22S,ST. HELENA
VINTAGE WINE ESTATES INC.,954038258,260940,LS,SANTA ROSA
VINTAGES, VINES AND WINE LLC,954096494,256390,22S,SANTA ROSA
VINTEGRITY LLC,641201223,205437,LS,KANSAS CITY
VINTUS LLC,10018,210751,LS,NEW YORK
VISION 29:11 INC.,630503534,233036,22MS,HILLSBORO
VITAL WINES INC.,993628661,273152,22S,WALLA WALLA
VITE GALLERON WINERY LLC,945749540,280215,22S,RUTHERFORD
VOLIO VINO IMPORTS, INC.,802064310,268771,22S,DENVER
VOTTO VINES IMPORTING INC.,065140000,234521,22S,HAMDEN
VOX VINEYARDS, INC.,641532698,218851,DOMW,KANSAS CITY
VWS MO LLC,641113667,267602,LS,KANSAS CITY
W.J. DEUTSCH & SONS LTD.,069013435,115904,LS,STAMFORD
WAGES LIMITED LLC,657750000,238655,MICB,WEST PLAINS
WAGNER WINE COMPANY LLC,945340000,208523,22S,FAIRFIELD
WALLA SQUARED LLC,993621053,270936,22S,WALLA WALLA
WARROOM VENTURES, LLC,934530000,269610,22S,SANTA MARGARITA
WARSTEINER IMPORTERS AGENCY INC.,450693846,237705,22S,WEST CHESTER
WASHINGTON VINTNERS LLC,993621810,217173,22S,WALLA WALLA
WATERWAY IMPORTS LLC,33952,273328,22S,PORT CHARLOTTE
WAVES CIDER COMPANY LLC,65201,270330,22MS,COLUMBIA
WAY DOWN WINES, LLC,972229203,277418,22S,PORTLAND
WAYBAR INC.,630712593,265303,22MS,RICHWOODS
WAYFARER LLC,954031917,272892,22S,SANTA ROSA
WAYPOINT BREWING LLC,65201,274254,MICB,COLUMBIA
WBWCO LLC,980728281,271185,22S,WOODINVILLE
WEBB, CLETIS L.,651095374,218353,DOMW,JEFFERSON CITY
WEBSTER BARNES LLC,33435,280504,LS,BOYNTON BEACH
WEEKSEND LLC,647782663,274483,22MS,RICHARDS
WEIBEL INC.,952400860,211676,22S,LODI
WEIN-BAUER INC.,601311215,48799,LS,FRANKLIN PARK
WEISS HOLDINGS LLC,650411148,244241,LMS,HERMANN
WELL OILED WINE COMPANY LLC,200075208,250960,22S,WASHINGTON
WELLSPENT BREWING OPERATIONS LLC,63103,280605,22MS,ST LOUIS
WELPMAN SPRINGS BREWING COMPANY LLC,650780000,237585,22MS,STOVER
WENWOOD FARM WINERY LLC,650142023,133323,22MS,BLAND
WEST BOTTOMS WHISKEYS LLC,641021021,272666,LMS,KANSAS CITY
WEST COAST WINE PARTNERS LLC,945592129,210753,22S,NAPA
WEST WINERY, LLC,635521654,169190,DOMW,MACON
WEST WINERY, LLC,635521654,170567,22MS,MACON
WESTERN SPIRITS BEVERAGE COMPANY LLC,830140000,186352,LS,WILSON
WESTPHALIA WINERY, LLC,650850000,164317,DOMW,WESTPHALIA
WESTPHALIA WINERY, LLC,65085,179362,DOMW,WESTPHALIA
WEYGANDT-METZLER IMPORTING LTD.,193750000,78717,22S,UNIONVILLE
WG BARR BEVERAGE COMPANY LP,945741761,254444,22S,ST. HELENA
WHISTLING SPRINGS BREWING COMPANY LLC,657458216,239366,MICB,SELIGMAN
WHITE ROOSTER FARMHOUSE BREWERY LLC,622861667,258310,22S,SPARTA
WI INC.,299283025,271897,LS,HILTON HEAD ISLAND
WICHITA BREWING COMPANY PRODUCTIONS, LLC,672114327,269817,22S,WICHITA
WILDERNESS TRACE DISTILLERY, LLC,404229654,274355,LS,DANVILLE
WILLIAM COLE VINEYARDS LLC,945749655,269668,22S,ST. HELENA
WILLIAM GRANT & SONS INC.,088373620,13884,LS,EDISON
WILLIAMS & SELYEM LLC,95448,244009,22S,HEALDSBURG
WILSON CREEK WINERY & VINEYARDS INC.,925915088,217969,22S,TEMECULA
WILSON DANIELS LLC,94559,228049,LS,NAPA
WIN IT TOO INC.,019492285,177511,LS,MIDDLETON
WINE BRIDGE IMPORTS INC,956166206,278809,22S,DAVIS
WINE COUNTRY INTERNATIONAL INC.,333111504,250601,22S,OAKLAND PARK
WINE CREEK LLC,954489721,179421,22S,HEALDSBURG
WINE GROUP INC.,953778106,13960,LS,TRACY
WINE HOOLIGANS LLC,954032000,223488,22S,SANTA ROSA
WINE SOURCE INC., THE,902481913,217754,22S,GARDENA
WINE WINE SITUATION,907551803,272947,22S,SIGNAL HILL
WINEBOW INC.,070589212,275996,LS,PINE BROOKE
WINERY DIRECT LLC,660463048,243232,22S,LAWRENCE
WINERY EXCHANGE, INC.,949476921,139991,LS,NOVATO
WINESELLERS LTD.,607143808,14098,22S,NILES
WINGS A BLAZIN INC.,65041,270491,MICB,HERMANN
WIRE ROAD BREWING COMPANY, LLC,65619,280057,MICB,BATTLEFIELD
WISD LLC,331335459,239777,22S,MIAMI
WISE MEN DISTILLERY LLC,495129330,273926,LS,KENTWOOD
WISEACRE LLC,38126,281127,LS,MEMPHIS
WOOD HAT SPIRITS LLC,633632500,214428,LMS,NEW FLORENCE
WOODMAR GROUP LLC, THE,945071494,177512,22S,ALAMO
WOODSMEN LLC,652572575,239481,LMS,HIGBEE
WOODWARD CANYON WINERY INC.,993609710,187326,22S,LOWDEN
WOOLER BRANDS INC.,930035620,269985,LS,VENTURA
WOORISOOL CORP.,60007,269670,LS,ELK GROVE VILLAGE
WORLD TRADE LIQUOR IMPORTS, LLC,780432358,273329,LS,LAREDO
WORLD'S END LLC,945031298,265757,22S,AMERICAN CANYON
WORLDWIDE CELLARS INC.,554211132,280200,22S,MINNEAPOLIS
WORLDWIDE LIBATIONS LLC,070597153,250635,LS,WARREN
WR BREWERY HOLDING LLC,658032631,273898,MICB,SPRINGFIELD
XXX DISTILLERY LLC,378628315,278807,LS,SEVIERVILLE
YAHARA BAY DISTILLERS INC.,537191947,185886,LS,FITCHBURG
YOUNTVILLE WINE IMPORTS, LLC,945996288,279833,22S,NAPA
ZEPHYR SPIRITS INC.,803012728,269330,LS,BOULDER
ZING ZANG,606114203,272948,LS,CHICAGO
ZIPLINE BREWING CO. LLC,685221027,235467,22S,LINCOLN
ZONIN U.S.A., INC.,331801411,140342,22S,AVENTURA
ZRS WINES LLC,11237,275445,22S,BROOKLYN
1ST AND 4TH INDUSTRIES LLC,65806,261407,MICB,SPRINGFIELD
10TH MOUNTAIN WHISKEY AND SPIRIT COMPANY,816370000,275330,LS,GYPSUM
21 HOLDINGS LLC,601853433,274090,LS,WEST CHICAGO
21ST AMENDMENT BREWERY CAFE LLC,945772334,274089,22S,SAN LEANDRO
21ST CENTURY SPIRITS LLC,900401822,171569,LS,COMMERCE
216 W LOCKWOOD MASTER TENANT LLC,631192309,278355,MICB,WEBSTER GROVES
22 HUNDRED CELLARS INC.,934465988,223936,22S,PASO ROBLES
3 BADGE BEVERAGE CORP.,954767014,200116,LS,SONOMA
3 TRAILS BREWING LLC,640502803,263496,22MS,INDEPENDENCE
3CM HOLDINGS, LLC,631133608,277919,LMS,ST LOUIS
3HALVES BREWING COMPANY LLC,64068,265774,MICB,LIBERTY
4 BY 4 BREWING COMPANY LLC,658044601,248131,MICB,SPRINGFIELD
4 HANDS BREWING COMPANY LLC,631043610,247117,LMS,ST. LOUIS
618SPIRITS LLC,63005,262881,LS,CHESTERFIELD
7C'S WINERY LLC,657708394,182330,DOMW,WALNUT GROVE
8 VINI INC.,945770000,216956,22S,SAN LEANDRO
801 DEGREES WOOD FIRED PIZZA & BREWERY,622692046,255157,22S,O'FALLON
903 BREWERS, LLC,75090,279835,22S,SHERMAN
